champion,voice_line,is_spoken,,,
Darius,Anarchy!,TRUE,,,
Darius,Annihilated!,TRUE,,,
Darius,Another carcass for the wolves.,TRUE,,,
Darius,Another symbol of an impotent throne.,TRUE,,,
Darius,Any game I play is a home game.,TRUE,,,
Darius,"Arrr, you suck.",TRUE,,,
Darius,Autographs after the game.,TRUE,,,
Darius,Back off!,TRUE,,,
Darius,"Ball up again, Rammus. Makes it easier to dunk you.",TRUE,,,
Darius,Be free to fight. Be free to kill.,TRUE,,,
Darius,"Be straight with me, who let you in here?",TRUE,,,
Darius,Better call traveling 'cause I'm going places.,TRUE,,,
Darius,Bite at their heels!,TRUE,,,
Darius,Bleed for your king!,TRUE,,,
Darius,Blood for blood!,TRUE,,,
Darius,Boom!,TRUE,,,
Darius,"Bring an umbrella, it's raining dunks!",TRUE,,,
Darius,Bring it all down!,TRUE,,,
Darius,Bring it!,TRUE,,,
Darius,"Buried, with the other weaklings.",TRUE,,,
Darius,Burn the city. Devour one another. And from our bones a new world will rise.,TRUE,,,
Darius,Can't start a revolution without severing a few spines.,TRUE,,,
Darius,Carve a path.,TRUE,,,
Darius,Cast your weakness aside and rebuke the gods themselves.,TRUE,,,
Darius,Come here!,TRUE,,,
Darius,Couldn't survive the chaos!,TRUE,,,
Darius,Coward!,TRUE,,,
Darius,Crush this feeble excuse for a Crownguard.,TRUE,,,
Darius,Cry havoc!,TRUE,,,
Darius,Da dunk!,TRUE,,,
Darius,Darius knows dunk.,TRUE,,,
Darius,Dat fail.,TRUE,,,
Darius,Death by my hand.,TRUE,,,
Darius,"Death to the king, by my hand!",TRUE,,,
Darius,Defy Noxus and taste your own blood.,TRUE,,,
Darius,Demacia dies with you.,TRUE,,,
Darius,Demacia is a disease. I am the cure!,TRUE,,,
Darius,Demacia will drown in blood.,TRUE,,,
Darius,"Diana. Pale, white and cratered.",TRUE,,,
Darius,Did you think someone would save you?,TRUE,,,
Darius,Do not deny me!,TRUE,,,
Darius,Do what you want with the rest. Leave Garen to me!,TRUE,,,
Darius,Do you regret opposing me now?,TRUE,,,
Darius,Dog of the empire!,TRUE,,,
Darius,"Don't break rules, dunk them.",TRUE,,,
Darius,"Don't give in! Together, we can topple giants!",TRUE,,,
Darius,"Don't hate the player, hate yourself.",TRUE,,,
Darius,"Don't start making godly decrees, and we won't have a problem.",TRUE,,,
Darius,Don't turn your back on a wolf.,TRUE,,,
Darius,"Don't turn your back, or expose your neck.",TRUE,,,
Darius,Dropped!,TRUE,,,
Darius,Dunk is the gift I give to you.,TRUE,,,
Darius,Dunkin' ain't easy.,TRUE,,,
Darius,Dunkmate!,TRUE,,,
Darius,Eat it!,TRUE,,,
Darius,Embrace the flames of war!,TRUE,,,
Darius,Endless conflict lies beyond the throne.,TRUE,,,
Darius,Every king dies. Some faster than others.,TRUE,,,
Darius,Every lane is my lane.,TRUE,,,
Darius,"Every time you return, I'll just kill you again.",TRUE,,,
Darius,Everyone around me is moving in slow motion.,TRUE,,,
Darius,Everyone has a choice. And you chose to die.,TRUE,,,
Darius,Exploit every weakness.,TRUE,,,
Darius,Exploit their weakness!,TRUE,,,
Darius,Eye on the ball… or your face.,TRUE,,,
Darius,"Face me, tyrant-king!",TRUE,,,
Darius,Face me.,TRUE,,,
Darius,Faced!,TRUE,,,
Darius,Fiddlesticks. Spooky.,TRUE,,,
Darius,Find freedom in the carnage.,TRUE,,,
Darius,"First you, then whoever holds your leash.",TRUE,,,
Darius,Food for the wolves.,TRUE,,,
Darius,"For a dunk legend like me, only Infinity Edge will do. Infinity Edge: the closest shave.",TRUE,,,
Darius,"Freedom, anarchy – call it what you will.",TRUE,,,
Darius,"From the fountain, off your face, nothing but dunk.",TRUE,,,
Darius,Get dunked!,TRUE,,,
Darius,Get fouled!,TRUE,,,
Darius,GG!,TRUE,,,
Darius,"Go home, shrub.",TRUE,,,
Darius,"Gods, kings, I don't care what they are, we end this today!",TRUE,,,
Darius,"Got my PhD in Dunk, and class is in session.",TRUE,,,
Darius,Ha!,TRUE,,,
Darius,Ha! Looks like it didn't take.,TRUE,,,
Darius,Ha.,TRUE,,,
Darius,Haa!,TRUE,,,
Darius,"Heh, the futile mouthings of a coward.",TRUE,,,
Darius,Here's a good candidate for the Hall of Shame.,TRUE,,,
Darius,"Hey wolf, tell me a story. That's a good story.",TRUE,,,
Darius,"Hey, Draven! Momma said you were adopted!",TRUE,,,
Darius,"Hey, it's a physical game.",TRUE,,,
Darius,"Hey, Lee Sin! Feast your eyes on— oh, my bad.",TRUE,,,
Darius,"Hey, Maokai, I know a court you might've been related to!",TRUE,,,
Darius,"Hey, mummy! I'll give you something to cry about!",TRUE,,,
Darius,"Hey, Mundo! I hope you please to go to the fountain.",TRUE,,,
Darius,"Hi, Sona! That was the sound of you failing!",TRUE,,,
Darius,"I also hunger, creature. And when I hunger, I kill.",TRUE,,,
Darius,I am the tide that topples kingdoms!,TRUE,,,
Darius,I burn the playbook.,TRUE,,,
Darius,"I challenge you, ancestor!",TRUE,,,
Darius,I do not tolerate cowardice.,TRUE,,,
Darius,I don't discriminate. Some of my best friends are demons.,TRUE,,,
Darius,"I don't get nightmares, Nocturne, but you are putting me to sleep.",TRUE,,,
Darius,"I don't give 100%, I take it.",TRUE,,,
Darius,I don't listen to the bleating of sheep.,TRUE,,,
Darius,I don't need a buzzer to tell me when to start dominating.,TRUE,,,
Darius,"I don't play the game, I am the game.",TRUE,,,
Darius,I don't practice.,TRUE,,,
Darius,"I don't see a team, I see coattail passengers.",TRUE,,,
Darius,I execute… on goals.,TRUE,,,
Darius,I have my orders.,TRUE,,,
Darius,I have tolerated gods and kings long enough!,TRUE,,,
Darius,I have your scent!,TRUE,,,
Darius,"I kill three things: gods, kings and idiots. And you're starting to sound like an idiot.",TRUE,,,
Darius,I like the way you die.,TRUE,,,
Darius,I make it happen.,TRUE,,,
Darius,"I may be gone, but the wolves are always circling.",TRUE,,,
Darius,"I offer you freedom, in death!",TRUE,,,
Darius,I reject the delusion of control.,TRUE,,,
Darius,I smell blood!,TRUE,,,
Darius,I smell your fear!,TRUE,,,
Darius,I think that demon inside you needs some fresh air.,TRUE,,,
Darius,"I was born to end tyrants, and bathe their kingdoms in fire.",TRUE,,,
Darius,I will not rest.,TRUE,,,
Darius,I will not tolerate weakness!,TRUE,,,
Darius,I will overthrow death itself if I have to.,TRUE,,,
Darius,I will save the world from its weakness.,TRUE,,,
Darius,"I win, you lose!",TRUE,,,
Darius,I won't submit to the mandates of tyrants!,TRUE,,,
Darius,I… am war…,TRUE,,,
Darius,"If they won't give up their power, I'll tear it out of them!",TRUE,,,
Darius,"If you like my shoes, you can always find them stomping all over the competition!",TRUE,,,
Darius,"I'll be back, delay the game.",TRUE,,,
Darius,I'll carve a path to the throne!,TRUE,,,
Darius,I'll cut that head from your neck!,TRUE,,,
Darius,"I'll kill you first, then those things you call masters.",TRUE,,,
Darius,I'll purge the old order so it cannot stifle the crucible of violence.,TRUE,,,
Darius,I'll silence kings and butcher the gods. Chaos will swallow the earth.,TRUE,,,
Darius,"I'm disappointed, Garen. You could've been so much more.",TRUE,,,
Darius,I'm gonna rename thisÃ¢ÂÂ —Dunkthirster!,TRUE,,,
Darius,I'm here to dunk.,TRUE,,,
Darius,"I'm in the business of dunking, and business is good.",TRUE,,,
Darius,I'm not a savior. I am an executioner.,TRUE,,,
Darius,"I'm the full package. Playmaker, spine breaker.",TRUE,,,
Darius,I'm the only magic allowed on the court.,TRUE,,,
Darius,Infinity Dunk on the way.,TRUE,,,
Darius,Is this seriously what I'm up against?,TRUE,,,
Darius,"It isn't the shoes, it's me.",TRUE,,,
Darius,"It looks easy, but I'm just that good.",TRUE,,,
Darius,It's all muscle memory.,TRUE,,,
Darius,It's game time.,TRUE,,,
Darius,It's not gear until someone bleeds on it.,TRUE,,,
Darius,It's okay to be afraid… if you're bad.,TRUE,,,
Darius,"Judging by your face, Brand, I'd say we've met before.",TRUE,,,
Darius,Keep your head on a swivel.,TRUE,,,
Darius,"Kill a king, change the world. Kill the God-King, change everything.",TRUE,,,
Darius,Knock knock!,TRUE,,,
Darius,Knowing you're up against Darius is all the omen you need.,TRUE,,,
Darius,"Laws make people timid, frail.",TRUE,,,
Darius,Leave no walls for them to hide behind!,TRUE,,,
Darius,"Let 'em think you're done, then put it down!",TRUE,,,
Darius,Let me honor your death wish.,TRUE,,,
Darius,Let me teach you about persistence.,TRUE,,,
Darius,Liberated.,TRUE,,,
Darius,Like my kicks? Take a closer look!,TRUE,,,
Darius,"Lion, tyrant, corpse.",TRUE,,,
Darius,Long live the king.,TRUE,,,
Darius,"Look alive, Sion! Oh, right.",TRUE,,,
Darius,Look what loyalty got you.,TRUE,,,
Darius,Make no mistakes.,TRUE,,,
Darius,"Maokai, you'd be better as the bench.",TRUE,,,
Darius,May the strong devour the weak!,TRUE,,,
Darius,More necks for my axe!,TRUE,,,
Darius,My destination is clear.,TRUE,,,
Darius,My house!,TRUE,,,
Darius,My howl heralds war and death.,TRUE,,,
Darius,My pack demands royal blood.,TRUE,,,
Darius,My stats speak for themselves.,TRUE,,,
Darius,My strength will prevail!,TRUE,,,
Darius,My wolves will tear the angels from the sky.,TRUE,,,
Darius,Never retreat!,TRUE,,,
Darius,"Nice glove, Ezreal, maybe you can use it to pick yourself up after the game.",TRUE,,,
Darius,"Nice spin, Garen, that'll help while I run circles around you.",TRUE,,,
Darius,Night is falling on the old world. You won't live to see the new one!,TRUE,,,
Darius,No escape!,TRUE,,,
Darius,"No one wants to play with you, Amumu.",TRUE,,,
Darius,"No one will be spared from the carnage, brother. Not even you.",TRUE,,,
Darius,Nocturne. Spooky.,TRUE,,,
Darius,Not even death can contain me.,TRUE,,,
Darius,Nothing they build can keep me out!,TRUE,,,
Darius,Now nothing can protect you from me!,TRUE,,,
Darius,Now they know we're coming!,TRUE,,,
Darius,Noxus Air: the only brand I wear.,TRUE,,,
Darius,Noxus will rise.,TRUE,,,
Darius,"Noxuuu… oh, woah, oof! How does  he do it?",TRUE,,,
Darius,Noxuuu… ohhh… ugh. Dizzy.,TRUE,,,
Darius,"Oh look, Amumu. Your coach run out of last picks?",TRUE,,,
Darius,"Oh no, it's Leona. I'm gonna get a tan.",TRUE,,,
Darius,"Oh, I'm sorry, I didn't realise this was a charity game.",TRUE,,,
Darius,On to the next.,TRUE,,,
Darius,One more for the chopping block.,TRUE,,,
Darius,Our enemies should fear us.,TRUE,,,
Darius,Our enemies struggle so valiantly. And for what?,TRUE,,,
Darius,Our foes are weak. Finish them quickly!,TRUE,,,
Darius,Peace favors the weak.,TRUE,,,
Darius,Put me back in.,TRUE,,,
Darius,Put more people on me. I like it.,TRUE,,,
Darius,Put your Mortius where your mouth is!,TRUE,,,
Darius,Quick substitution.,TRUE,,,
Darius,Reliable tools are the only way Darius gets the job done. Frozen Mallet: put your problems on ice!,TRUE,,,
Darius,Renounce your loyalty!,TRUE,,,
Darius,"Rewind that, Zilean, I wanna see it again.",TRUE,,,
Darius,Rookie!,TRUE,,,
Darius,"Rulers are complacent, soft, and the wolves are always hungry.",TRUE,,,
Darius,"Run, coward!",TRUE,,,
Darius,Safety is an illusion.,TRUE,,,
Darius,Savage!,TRUE,,,
Darius,"Scurry, bootlicker!",TRUE,,,
Darius,"Scurry, weakling.",TRUE,,,
Darius,See ya!,TRUE,,,
Darius,"Seize the beast within, and become it!",TRUE,,,
Darius,Shoes are worth more after I wear them.,TRUE,,,
Darius,Sit down!,TRUE,,,
Darius,Slaughter the lions in their den!,TRUE,,,
Darius,"So brittle, so worthless.",TRUE,,,
Darius,So they sent the magic statue. Demacia must be desperate.,TRUE,,,
Darius,So this is what the bench looks like.,TRUE,,,
Darius,"Somebody had to be me, might as well be me.",TRUE,,,
Darius,"Sona, I hear you can't talk. I know you can't play.",TRUE,,,
Darius,"Sorry I haven't been in touch. I've been overthrowing despots with god powers, like an adult.",TRUE,,,
Darius,"Sorry, Malphite, I've got the rock now!",TRUE,,,
Darius,"Stand, and die!",TRUE,,,
Darius,Stay alert.,TRUE,,,
Darius,Stay hydrated.,TRUE,,,
Darius,Stay on the man.,TRUE,,,
Darius,Street rules!,TRUE,,,
Darius,Strength above all.,TRUE,,,
Darius,Strength will prevail!,TRUE,,,
Darius,Struggle! Bleed! Do not give in to weakness!,TRUE,,,
Darius,Take notes!,TRUE,,,
Darius,Talent wins games. Period.,TRUE,,,
Darius,Tear the king from his throne! Grind his bones to dust!,TRUE,,,
Darius,Thanks for playing!,TRUE,,,
Darius,"Thanks, Orianna, you brought a ball for me to dunk on you with!",TRUE,,,
Darius,That tickled.,TRUE,,,
Darius,"That's right, I'm on what?",TRUE,,,
Darius,The age of gods has ended… that means you.,TRUE,,,
Darius,The cycle will be broken!,TRUE,,,
Darius,The dunk prophecies are true. Darius has arrived.,TRUE,,,
Darius,The game will resume when I return.,TRUE,,,
Darius,The key to victory is giving me the ball.,TRUE,,,
Darius,The king… must fall…,TRUE,,,
Darius,The old guard will be purged!,TRUE,,,
Darius,"The only blood on the court will be yours, Vlad.",TRUE,,,
Darius,The strong will rise.,TRUE,,,
Darius,The throne doesn't interest me. Putting an axe in it does.,TRUE,,,
Darius,The Trinity is where dunk meets dunk… meets… dunk.,TRUE,,,
Darius,The tyrant-king has come to die. Let's give him what he wants!,TRUE,,,
Darius,The weak will feed the strong!,TRUE,,,
Darius,The wolves are at your door.,TRUE,,,
Darius,"The wolves are coming for us all, Garen. Can you hear them?",TRUE,,,
Darius,The world will embrace chaos!,TRUE,,,
Darius,There better still be kings to kill when I come back.,TRUE,,,
Darius,There it is!,TRUE,,,
Darius,There will be no peace!,TRUE,,,
Darius,There. Don't say I'm not a team player.,TRUE,,,
Darius,"There's a place for you in the war to come. Until then, step aside.",TRUE,,,
Darius,"There's no 'I' in team, but there is one in Darius.",TRUE,,,
Darius,These petty tyrants are weak. I am not.,TRUE,,,
Darius,They can't stop this war no matter how hard they fight!,TRUE,,,
Darius,They should pay me to wear these.,TRUE,,,
Darius,They will regret opposing me.,TRUE,,,
Darius,This battle belongs to the wolves!,TRUE,,,
Darius,This ends now!,TRUE,,,
Darius,This is rebellion!,TRUE,,,
Darius,"This is the dunk train, running you down.",TRUE,,,
Darius,This land will be your grave!,TRUE,,,
Darius,"This power was meant to destroy. Gods, men, everything.",TRUE,,,
Darius,This rebellion isn't over yet.,TRUE,,,
Darius,This war is just beginning.,TRUE,,,
Darius,"Those are some pretty big hands to drop the ball with, Vi.",TRUE,,,
Darius,"Three reasons I'm the bestÃ¢ÂÂ —D, U, and Unk.",TRUE,,,
Darius,Three way dunk? I got this.,TRUE,,,
Darius,Time to put these little lambs out to pasture!,TRUE,,,
Darius,To live or die. To rule or be ruled.,TRUE,,,
Darius,Too easy!,TRUE,,,
Darius,Torn to pieces.,TRUE,,,
Darius,Triple team me! Save me some time!,TRUE,,,
Darius,True heroes feast upon the bones of kings!,TRUE,,,
Darius,Try to get away!,TRUE,,,
Darius,Two wolves fight within you. Feed both.,TRUE,,,
Darius,"Udyr: four stances, no style.",TRUE,,,
Darius,"Uh oh, here comes Lulu and the butterfly.",TRUE,,,
Darius,Unmatched power!,TRUE,,,
Darius,Violent revolution!,TRUE,,,
Darius,Want some?,TRUE,,,
Darius,War has come for all of you!,TRUE,,,
Darius,"War is coming. Beautiful, unending war.",TRUE,,,
Darius,"War separates men from kings, predators from prey.",TRUE,,,
Darius,"Was your plan: all pain, no gain?",TRUE,,,
Darius,Watch it!,TRUE,,,
Darius,We are all wolves.,TRUE,,,
Darius,"We are being overwhelmed, but stay calm, take every advantage!",TRUE,,,
Darius,"We can't lose here, the wolves must feed!",TRUE,,,
Darius,We must escape this prison of peace.,TRUE,,,
Darius,What a mewling little kitten.,TRUE,,,
Darius,What are wolves to a lion?,TRUE,,,
Darius,What do cops and donuts have in common? I dunk them!,TRUE,,,
Darius,What do you call a god who kills other gods? You call him Darius… then he kills you.,TRUE,,,
Darius,"What I hunger for, is war!",TRUE,,,
Darius,"What is it you mastered, Yi? Sucking?",TRUE,,,
Darius,"What is war good for? Lots of things: a world for the strong, endless violence, nation wide morale, manufacturing b—, well that's three things right there!",TRUE,,,
Darius,What the ref doesn't see is legal.,TRUE,,,
Darius,What was that?,TRUE,,,
Darius,What you didn't see? Quickness.,TRUE,,,
Darius,What's 'passing'?,TRUE,,,
Darius,"What's your secret ingredient, Gragas? Failure?",TRUE,,,
Darius,"When I hold your skull in my hands, it will whisper of your failure.",TRUE,,,
Darius,"When I'm hungry, I turn to Ravenous Hydra. Pure energy, no carbs.",TRUE,,,
Darius,"When you're finished training, train more.",TRUE,,,
Darius,Where are you going?,TRUE,,,
Darius,Where are your gods now?,TRUE,,,
Darius,Where will I put all these heads?!,TRUE,,,
Darius,Where will you run?,TRUE,,,
Darius,Whose court is this? Damn right it's mine!,TRUE,,,
Darius,Whose house? My house.,TRUE,,,
Darius,Why'd you show up without my towel?,TRUE,,,
Darius,Win or go home.,TRUE,,,
Darius,With overwhelming force.,TRUE,,,
Darius,With overwhelming violence!,TRUE,,,
Darius,Witness the end of an empire.,TRUE,,,
Darius,Witness true strength.,TRUE,,,
Darius,Worthy adversaries are the stones that sharpen our claws!,TRUE,,,
Darius,Would you bend to the might of kings? Then fight!,TRUE,,,
Darius,Yeah!,TRUE,,,
Darius,Yeah! Come guard me now!,TRUE,,,
Darius,You all play. I win!,TRUE,,,
Darius,You are my prey!,TRUE,,,
Darius,"You called for a star, Soraka?",TRUE,,,
Darius,You can all share… in the dunkstruction!,TRUE,,,
Darius,You can try to foul me. ReallyÃ¢ÂÂ —try.,TRUE,,,
Darius,You can't hide from me!,TRUE,,,
Darius,You can't kill me in a way that matters.,TRUE,,,
Darius,You can't run.,TRUE,,,
Darius,You chose the wrong side!,TRUE,,,
Darius,You could've walked away!,TRUE,,,
Darius,You die here.,TRUE,,,
Darius,You even trying?,TRUE,,,
Darius,"You fight to end the tyranny of gods, but they are all dead. And now you face me.",TRUE,,,
Darius,You gotta see the whole court.,TRUE,,,
Darius,"You gotta' want it, you gotta' bleed for it.",TRUE,,,
Darius,You have proven your strength.,TRUE,,,
Darius,You know who I am.,TRUE,,,
Darius,"You look as good as you play, Trundle.",TRUE,,,
Darius,You made your choice!,TRUE,,,
Darius,You might wanna go get a day job.,TRUE,,,
Darius,You the mascot?,TRUE,,,
Darius,You think I was hot before?,TRUE,,,
Darius,You wanna piece of the D-man?,TRUE,,,
Darius,You will lie broken in my wake!,TRUE,,,
Darius,"You'll go where I tell you, Mundo.",TRUE,,,
Darius,Your cowardice betrays you!,TRUE,,,
Darius,Your neck is exposed!,TRUE,,,
Darius,"Your people won't miss you, Garen. No one will.",TRUE,,,
Darius,Your tyranny ends in death!,TRUE,,,
Darius,"You're afraid this war can't be stopped, Garen… and you're right.",TRUE,,,
Darius,You're wounded.,TRUE,,,
Darius,"You've become weak, Garen. Where is your old hunger?",TRUE,,,
Darius,You've gone soft.,TRUE,,,
Darius,You've got some red on you.,TRUE,,,
Diana, They called me a heretic. Now they are dead!,TRUE,,,
Diana,"""A man, a woman, and a Yordle walk into the sun… They die! Because it burns them alive?"" *laughs*",TRUE,,,
Diana,"""Knock, knock. Who's there? The moon… It's far away! You were alone the whole time!"" *laughs*",TRUE,,,
Diana,"""The sun feels…"" *sighs*",TRUE,,,
Diana,A gift for me?,TRUE,,,
Diana,"A good person is not moral because it is convenient, but because it is right.",TRUE,,,
Diana,A lesson to all.,TRUE,,,
Diana,A new moon is rising.,TRUE,,,
Diana,A season begins.,TRUE,,,
Diana,Accept your path.,TRUE,,,
Diana,"As the moon falls and rises, so does Polaris.",TRUE,,,
Diana,"Automaton Shaco, your smile offends even in death.",TRUE,,,
Diana,"Beast Warwick, will you bite the hand that fed you?",TRUE,,,
Diana,"Behold, the power of — ah, not again…",TRUE,,,
Diana,Blind to the truth.,TRUE,,,
Diana,Bring down the sun.,TRUE,,,
Diana,Brittle as ice.,TRUE,,,
Diana,Bundle up.,TRUE,,,
Diana,Call me winter's fate.,TRUE,,,
Diana,Chosen of the moon.,TRUE,,,
Diana,Cold snap!,TRUE,,,
Diana,Come forth!,TRUE,,,
Diana,Deny me no longer!,TRUE,,,
Diana,Disappointing.,TRUE,,,
Diana,Do you covet my crown?,TRUE,,,
Diana,"Dragon, give yourself to the Aurora!",TRUE,,,
Diana,Dusk approaches.,TRUE,,,
Diana,Dusk!,TRUE,,,
Diana,Embrace the Aurora.,TRUE,,,
Diana,Embrace the night.,TRUE,,,
Diana,Enjoy the silent night.,TRUE,,,
Diana,"Everyone believes they can tilt the scales, but the balance has already been set.",TRUE,,,
Diana,Face the Aurora!,TRUE,,,
Diana,Few would say I'm a lenient Polaris.,TRUE,,,
Diana,Flash frost!,TRUE,,,
Diana,Follow no false light.,TRUE,,,
Diana,Follow no false star.,TRUE,,,
Diana,For you!,TRUE,,,
Diana,Frost bites!,TRUE,,,
Diana,Gift me your strength.,TRUE,,,
Diana,Ha!,TRUE,,,
Diana,Ha.,TRUE,,,
Diana,Hail the crown.,TRUE,,,
Diana,Hail!,TRUE,,,
Diana,Have you been a good subject?,TRUE,,,
Diana,"Hmmm, I feel a blizzard coming.",TRUE,,,
Diana,Hmph!,TRUE,,,
Diana,Holidays bring out one's true self.,TRUE,,,
Diana,How could your gifts possibly compare to mine?,TRUE,,,
Diana,How many have worn the crown before me?,TRUE,,,
Diana,I accept no gifts. The Aurora is enough.,TRUE,,,
Diana,I am blessed.,TRUE,,,
Diana,I am nigh.,TRUE,,,
Diana,I am not in a giving mood anymore.,TRUE,,,
Diana,I am the lord of consequences.,TRUE,,,
Diana,I cannot turn back.,TRUE,,,
Diana,"I don't judge harshly, only fairly.",TRUE,,,
Diana,I don't want to hear any more holiday music.,TRUE,,,
Diana,"I feel a kinship with the moon, though I know not why.",TRUE,,,
Diana,I make sturdier toys.,TRUE,,,
Diana,I must answer the Aurora's call.,TRUE,,,
Diana,I see your deeds!,TRUE,,,
Diana,I serve the Aurora 'til season's end.,TRUE,,,
Diana,I speak only truth.,TRUE,,,
Diana,I wear many faces.,TRUE,,,
Diana,I will be heard.,TRUE,,,
Diana,Ice breaks stone.,TRUE,,,
Diana,Ignorant thralls!,TRUE,,,
Diana,I'll miss the cold.,TRUE,,,
Diana,I'm making a list just for you.,TRUE,,,
Diana,"It is foolish to curry favor with this Polaris, when a new one will take my place. But still, they try.",TRUE,,,
Diana,Judgement approaches.,TRUE,,,
Diana,Lay your deeds before me.,TRUE,,,
Diana,Learn from this.,TRUE,,,
Diana,Leona? I know your face… but not your name.,TRUE,,,
Diana,Let me tell you the deeds of the Aurora's subjects.,TRUE,,,
Diana,Living selflessly is a virtue few wish to practice.,TRUE,,,
Diana,Make way.,TRUE,,,
Diana,May the next Polaris… punish you…,TRUE,,,
Diana,Merely browsing my competition.,TRUE,,,
Diana,Mess about and I will find out.,TRUE,,,
Diana,Moon and stars!,TRUE,,,
Diana,My Aurora grows.,TRUE,,,
Diana,My eyes are open.,TRUE,,,
Diana,My final gift to you.,TRUE,,,
Diana,My life only ends by the Aurora's will.,TRUE,,,
Diana,"My next gift will not share your disloyalty, Beast Warwick.",TRUE,,,
Diana,My North Star shines.,TRUE,,,
Diana,My tale continues elsewhere.,TRUE,,,
Diana,Night approaches!,TRUE,,,
Diana,Nightfall!,TRUE,,,
Diana,No gift can match one's first snow.,TRUE,,,
Diana,No more lies.,TRUE,,,
Diana,No sound can hide in this cold air.,TRUE,,,
Diana,No!,TRUE,,,
Diana,"Perhaps they'll sing a hymn for you, Sage Zilean.",TRUE,,,
Diana,Polaris endures.,TRUE,,,
Diana,Polaris shines.,TRUE,,,
Diana,Protect me!,TRUE,,,
Diana,Punishment!,TRUE,,,
Diana,Receive your blessing!,TRUE,,,
Diana,Reckoning!,TRUE,,,
Diana,Reinvigorated by the spirit of the season.,TRUE,,,
Diana,Remember this!,TRUE,,,
Diana,Respect the crown.,TRUE,,,
Diana,Season's greetings!,TRUE,,,
Diana,Shoddy craftsmanship.,TRUE,,,
Diana,Snowballs!,TRUE,,,
Diana,Some people want to be punished.,TRUE,,,
Diana,Someone's being naughty.,TRUE,,,
Diana,Take your gift.,TRUE,,,
Diana,That's enough blessings for now.,TRUE,,,
Diana,The Aurora beckons!,TRUE,,,
Diana,"The Aurora is not a pelt to collect, Hunter Swain.",TRUE,,,
Diana,The Aurora lights the way. I see that it is followed.,TRUE,,,
Diana,The Aurora shines brighter beneath the full moon.,TRUE,,,
Diana,The Aurora still shines.,TRUE,,,
Diana,The Aurora waits for no one.,TRUE,,,
Diana,The Aurora will be heard.,TRUE,,,
Diana,"The Aurora's gifts are without limits, as are its punishments.",TRUE,,,
Diana,The moon also rises.,TRUE,,,
Diana,The moon shines bright and brings good tidings on this night.,TRUE,,,
Diana,The moon will rise. The night will last forever!,TRUE,,,
Diana,The shades of night… call to me…,TRUE,,,
Diana,The winter's crown does not melt so easily.,TRUE,,,
Diana,They could not break me.,TRUE,,,
Diana,They leave me no choice.,TRUE,,,
Diana,They would not listen.,TRUE,,,
Diana,This is necessary.,TRUE,,,
Diana,This place needs a harsh winter.,TRUE,,,
Diana,This Polaris always leaves the party early.,TRUE,,,
Diana,This shall be my last winter.,TRUE,,,
Diana,This will be a long winter.,TRUE,,,
Diana,"Truth be told, the Aurora's colors suit me.",TRUE,,,
Diana,Try me!,TRUE,,,
Diana,Twilight fades!,TRUE,,,
Diana,"Until my job is done, death is only a delay.",TRUE,,,
Diana,"Warden Zoe, you would do best to return to your flock.",TRUE,,,
Diana,Watch your belly.,TRUE,,,
Diana,Watch yourself!,TRUE,,,
Diana,We all walk a moral road.,TRUE,,,
Diana,We Winterblessed are a chosen few.,TRUE,,,
Diana,What blessing do you seek?,TRUE,,,
Diana,What do you see in the Aurora?,TRUE,,,
Diana,What is given can be taken away.,TRUE,,,
Diana,What tales will I inspire?,TRUE,,,
Diana,What's as crisp and clear as winter air? Guilt.,TRUE,,,
Diana,Where will I go when my work is done…?,TRUE,,,
Diana,Will you win winter's favor?,TRUE,,,
Diana,"Winter bless you, Leona.",TRUE,,,
Diana,Winter guard!,TRUE,,,
Diana,Winter has come.,TRUE,,,
Diana,"Winter is indifferent, as am I.",TRUE,,,
Diana,"Winter is the season of community, where warmth is shared.",TRUE,,,
Diana,Winter moon!,TRUE,,,
Diana,Winter's bite!,TRUE,,,
Diana,Winter's blessings upon you all!,TRUE,,,
Diana,Wintertide!,TRUE,,,
Diana,Would you like to kill a snowman?,TRUE,,,
Diana,Wrap this up!,TRUE,,,
Diana,You charge for gifts?,TRUE,,,
Diana,You dare!,TRUE,,,
Diana,"You think it wise to fight the Aurora, Sage Zilean?",TRUE,,,
Diana,"You too, Automaton Shaco, will perish by and by.",TRUE,,,
Diana,You won't survive the winter.,TRUE,,,
Diana,"Your flock will survive, Warden Zoe. Rest easy.",TRUE,,,
Diana,Your last winter!,TRUE,,,
Diana,"Your pelts will find more deserving homes, Hunter Swain.",TRUE,,,
Diana,Your reward is pain!,TRUE,,,
Diana,You're shivering.,TRUE,,,
Dr. Mundo,A donor!,TRUE,,,
Dr. Mundo,"Ah, Dr. Heimerweener! Always nice to meet fellow genius.",TRUE,,,
Dr. Mundo,Argh!,TRUE,,,
Dr. Mundo,Ask your Mundo if bonesaw is right for you.,TRUE,,,
Dr. Mundo,Assets everywhere. Acquire! Acquire!,TRUE,,,
Dr. Mundo,Attention everyone! Hello! Hi! Is Mundo's voice working?,TRUE,,,
Dr. Mundo,Aww!,TRUE,,,
Dr. Mundo,"Bad news, ghost person. Test results say you dead.",TRUE,,,
Dr. Mundo,Bear man did not pass interview. Mundo sad.,TRUE,,,
Dr. Mundo,Bear man so intimidating. Mundo recruit you for marketing!,TRUE,,,
Dr. Mundo,Bed rest for you!,TRUE,,,
