,champion,voice_line,is_spoken
9,Ashe,A battle worthy of the Freljord.,True
10,Ashe,"Today, the fate of our people hangs in the balance.",True
11,Ashe,The Freljord shall unite!,True
12,Ashe,Let's see how close they can get.,True
13,Ashe,My tribe will bring peace to the North. The South should fear us.,True
14,Ashe,"Move quickly, position well, and the battle is won before blood is drawn.",True
15,Ashe,I will show them the power of an Iceborn.,True
16,Ashe,We are all kin of kin. Blood of blood.,True
17,Ashe,"The day our tribes are one, the world <b>will</b> tremble.",True
18,Ashe,"I am Freljordian. Family, tribe, they are all.",True
19,Ashe,I am a Warmother. I have given oaths to few. I have taken oaths from many.,True
20,Ashe,"Seek peace, but bring the tools of war.",True
21,Ashe,The bow is my will given form. I am it. It is me.,True
22,Ashe,"No fate is written, except by us.",True
23,Ashe,Gods and spirits guide us. But our lives... are our own.,True
24,Ashe,There will be peace in the Freljord. I <b>will</b> forge it.,True
25,Ashe,My people know only cold and hardship. I will teach them peace.,True
26,Ashe,I hold a bow of true ice. I hold my heart.,True
27,Ashe,"Hearthbound and Iceborn, Spirit Walker and Fireborn, All Freljordians are my kin.",True
28,Ashe,"I was born into poverty, all Freljordians are.",True
29,Ashe,I will not allow us to be divided. We are one.,True
30,Ashe,They think me cold. I have seen things the Southerners cannot imagine.,True
31,Ashe,What is goodness but trying to do better than your forebears?,True
32,Ashe,"The ice is not pain, it is surrender.",True
33,Ashe,"Together, we are strong. Together, we are... Avarosan.",True
34,Ashe,I do not seek the throne of Avarosa.,True
35,Ashe,I dream of a nation for my people.,True
36,Ashe,"When I say Avarosa, I hear my mother, and her dreams.",True
37,Ashe,"Glory to the <span class=""inline-image label-after champion-icon"" data-champion=""Volibear"" data-game=""lol"" data-param="""" data-skin=""Original"" style=""display:inline;white-space:pre;""><span class=""border"" data-width=""20"" style=""display:inline-block;position:relative;""><a href=""/wiki/Volibear/LoL"" title=""Volibear""><img alt=""Volibear"" class=""thumbborder lazyload"" data-image-key=""Volibear_OriginalSquare.png"" data-image-name=""Volibear OriginalSquare.png"" data-src=""https://static.wikia.nocookie.net/leagueoflegends/images/6/6d/Volibear_OriginalSquare.png/revision/latest/scale-to-width-down/20?cb=20200512204952"" decoding=""async"" height=""20"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""20""/></a></span> <span style=""white-space:normal;""><a href=""/wiki/Volibear/LoL"" title=""Volibear/LoL"">Volibear</a></span></span>, the <span style=""white-space:pre""><span class=""inline-image label-after skin-icon"" data-champion=""Volibear"" data-game=""lol"" data-param="""" data-skin=""Thousand Pierced Bear"" style=""display:inline;white-space:pre;""><span data-width=""20"" style=""display:inline-block;position:relative;""><a href=""/wiki/Volibear/LoL/Cosmetics"" title=""Thousand-Pierced Beast""><img alt=""Thousand-Pierced Beast"" class=""lazyload"" data-image-key=""Volibear_ThousandPiercedBearCircle.png"" data-image-name=""Volibear ThousandPiercedBearCircle.png"" data-src=""https://static.wikia.nocookie.net/leagueoflegends/images/c/c6/Volibear_ThousandPiercedBearCircle.png/revision/latest/scale-to-width-down/20?cb=20200512204705"" decoding=""async"" height=""20"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""20""/></a></span> <span style=""white-space:normal;""><a href=""/wiki/Volibear/LoL/Cosmetics"" title=""Volibear/LoL/Cosmetics"">Thousand-Pierced Beast</a></span></span></span>. Give my people the resilience of your wilderness and the fury of your storm.",True
38,Ashe,"Praise <span class=""inline-image label-after champion-icon"" data-champion=""Ornn"" data-game=""lol"" data-param="""" data-skin=""Original"" style=""display:inline;white-space:pre;""><span class=""border"" data-width=""20"" style=""display:inline-block;position:relative;""><a href=""/wiki/Ornn/LoL"" title=""Ornn""><img alt=""Ornn"" class=""thumbborder lazyload"" data-image-key=""Ornn_OriginalSquare.png"" data-image-name=""Ornn OriginalSquare.png"" data-src=""https://static.wikia.nocookie.net/leagueoflegends/images/c/ca/Ornn_OriginalSquare.png/revision/latest/scale-to-width-down/20?cb=20170819003104"" decoding=""async"" height=""20"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""20""/></a></span> <span style=""white-space:normal;""><a href=""/wiki/Ornn/LoL"" title=""Ornn/LoL"">Ornn</a></span></span>, the Firebringer. I ask for your wisdom, First Builder and Forgelord.",True
39,Ashe,"Praise <span class=""inline-image label-after champion-icon"" data-champion=""Anivia"" data-game=""lol"" data-param="""" data-skin=""Original"" style=""display:inline;white-space:pre;""><span class=""border"" data-width=""20"" style=""display:inline-block;position:relative;""><a href=""/wiki/Anivia/LoL"" title=""Anivia""><img alt=""Anivia"" class=""thumbborder lazyload"" data-image-key=""Anivia_OriginalSquare.png"" data-image-name=""Anivia OriginalSquare.png"" data-src=""https://static.wikia.nocookie.net/leagueoflegends/images/0/0e/Anivia_OriginalSquare.png/revision/latest/scale-to-width-down/20?cb=20151218185051"" decoding=""async"" height=""20"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""20""/></a></span> <span style=""white-space:normal;""><a href=""/wiki/Anivia/LoL"" title=""Anivia/LoL"">Anivia</a></span></span>, the Frostbringer. Let us feel the coming of change. Grant us the freedom to travel in safety.",True
40,Ashe,"Praise <span class=""inline-image label-after champion-icon"" data-champion=""Kindred"" data-game=""lol"" data-param="""" data-skin=""Original"" style=""display:inline;white-space:pre;""><span class=""border"" data-width=""20"" style=""display:inline-block;position:relative;""><a href=""/wiki/Kindred/LoL"" title=""Kindred""><img alt=""Kindred"" class=""thumbborder lazyload"" data-image-key=""Kindred_OriginalSquare.png"" data-image-name=""Kindred OriginalSquare.png"" data-src=""https://static.wikia.nocookie.net/leagueoflegends/images/3/3c/Kindred_OriginalSquare.png/revision/latest/scale-to-width-down/20?cb=20160526213008"" decoding=""async"" height=""20"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""20""/></a></span> <span style=""white-space:normal;""><a href=""/wiki/Kindred/LoL"" title=""Kindred/LoL"">Kindred</a></span></span>, the Two Hunters. Pray we see death's approach, so we may complete our labors and die with our eyes open.",True
41,Ashe,Blessed Three Sisters. Give me strength to endure what I must. Give me courage to fight who I must. Give me knowledge to see the truth.,True
42,Ashe,"Bless us, Ildhaurg, Warden of Sacrifice. Protect my <span class=""inline-image label-after champion-icon"" data-champion=""Tryndamere"" data-game=""lol"" data-param="""" data-skin=""Original"" style=""display:inline;white-space:pre;""><span class=""border"" data-width=""20"" style=""display:inline-block;position:relative;""><a href=""/wiki/Tryndamere/LoL"" title=""husband""><img alt=""husband"" class=""thumbborder lazyload"" data-image-key=""Tryndamere_OriginalSquare.png"" data-image-name=""Tryndamere OriginalSquare.png"" data-src=""https://static.wikia.nocookie.net/leagueoflegends/images/c/c6/Tryndamere_OriginalSquare.png/revision/latest/scale-to-width-down/20?cb=20150402221636"" decoding=""async"" height=""20"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""20""/></a></span> <span style=""white-space:normal;""><a href=""/wiki/Tryndamere/LoL"" title=""Tryndamere/LoL"">husband</a></span></span>. Protect my people. If my death pleases you, let it sustain my tribe.",True
43,Ashe,"My mother loved me. She fought and died trying to give me a better life. So I fight, and will die fighting, to give all Avarosans a better life.",True
44,Ashe,I have heard no better words than 'The strong must try the impossible.' This is the oath I must fulfill.,True
45,Ashe,"In the north, a great chieftain is called 'Warmother.' Who but a mother has the right to risk lives in war?",True
46,Ashe,"The goddess Avarosa... I say I hear her voice. But I hear only my mother's, and mourn her passing.",True
47,Ashe,I dream of the day after the tribes are unified. I dream of no longer needing to lead.,True
48,Ashe,It is not the goddess Avarosa's glory I wish to recapture; it is our people's.,True
49,Ashe,"Hmph, 'destiny.' I have always hated that word. It is a wyrm that ruins lives and murders innocence. It is a deceiver and bringer of woe.",True
50,Ashe,I am a Warmother—a chieftain. Only because no one else will do what must be done.,True
51,Ashe,"We praise the leader who unifies, forgetting it is only the unity that matters.",True
52,Ashe,What is it to lead? It is to lie. It is to preach caution even when you are elated. It is to give hope even when you feel none.,True
53,Ashe,"You do not aim a bow at the target, you fire knowing where the target will be. This is vision.",True
54,Ashe,I loved my mother. I loved my battlesister. I love my people. It is because of this love that I fight.,True
55,Ashe,"Clan or tribe, they will join us. <b>This</b> is the will of Avarosa.",True
56,Ashe,"Avarosan is the tribe of many, because all Freljordians are one people.",True
57,Ashe,"Avarosa speaks one truth, as all gods must. She is our dream of unity.",True
58,Ashe,The Three Sisters are a myth that has strangled our people. It is a tale of failure.,True
59,Ashe,Know this! I am Ashe! I am the bow!,True
60,Ashe,"I am Ashe, Daughter of Grena! Warmother of the Avarosans!",True
61,Ashe,"Prepare yourself, you face an Iceborn!",True
62,Ashe,"Anivia, how often have I sought your guidance? And how like a god to betray a mortal's trust!",True
63,Ashe,Braum! What are you doing over there?! Are you drunk?,True
64,Ashe,Gragas! Are you blind?! You're on the wrong side! Again!,True
65,Ashe,"Lissandra, the fate of our people hangs in the balance, and you betray me?!",True
66,Ashe,"You named me battlesister and kin, Sejuani. Do not make me fight you!",True
67,Ashe,Trolls are the enemy of mankind! You will die like a beast!,True
68,Ashe,Tryndamere...? What have you become?!,True
69,Ashe,"Shaman, I am no enemy of the old gods or Sejuani! Must we fight?",True
70,Ashe,"Ancient one, go! The Volibear is honored here, but unwanted!",True
71,Ashe,Take a good look; it's the last you'll get.,True
72,Ashe,This is the latest in Freljordian fashion. They call it a... skirt.,True
73,Ashe,"This outfit makes total sense, just look closer and think about it... less.",True
74,Ashe,"So, Braum. No shirt, huh? And I don't have pants. Yay, Freljord.",True
75,Ashe,"Braum, we are a winter people from a frozen land. So we must... pop it, pop it!",True
76,Ashe,"So, which one is the pig? Kidding!",True
77,Ashe,How do you like the curves? I was talking about the bow.,True
78,Ashe,"Yay, Freljord! Did <b>any</b> of us get cold weather clothes?",True
79,Ashe,"Ashe attempts to fire her bow, only for the arrow to hit her head.",False
80,Ashe,"No, really, put that apple on your head... ugh! Ah... ohh... hmm...",False
81,Ashe,"I don't have to see you to shoot you... ow! Ugh, oh, really?",True
82,Ashe,"Ha ha! Check this out... agh! Ugh, who makes a bow out of ice?!",True
83,Ashe,Ashe laughs.,False
84,Ashe,Ashe laughs.,False
85,Ashe,Ashe laughs.,False
86,Ashe,Ashe laughs.,False
87,Ashe,My aim is steady.,True
88,Ashe,My arrows fly true.,True
89,Ashe,I don't miss.,True
90,Ashe,I do my best work from afar.,True
91,Ashe,Never. Lose. Focus!,True
92,Ashe,This is my warning to you.,True
93,Ashe,Thunk.,True
94,Ashe,"As ice shatters, so shall you!",True
95,Ashe,You face an Iceborn.,True
96,Ashe,Flee from the cold.,True
97,Ashe,My mercy has limits.,True
98,Ashe,You face true ice. You face death.,True
99,Ashe,For the Freljord!,True
100,Ashe,You would challenge an Iceborn?,True
101,Ashe,Fate will treat you coldly.,True
102,Ashe,Fate did not choose you.,True
103,Ashe,Feel winter's sting.,True
104,Ashe,I was raised for war! I am Iceborn.,True
105,Ashe,"I greet you, as a Freljordian!",True
106,Ashe,Hmph. The cold does not forgive.,True
107,Ashe,"I will face you, sister.",True
108,Ashe,Strike quickly!,True
109,Ashe,Faster than my arrows? I think not!,True
110,Ashe,Stand together!,True
111,Ashe,<b>This</b> is the fury of an Iceborn!,True
112,Ashe,Rain death!,True
113,Ashe,Make it count!,True
114,Ashe,I won't miss!,True
115,Ashe,Let fly!,True
116,Ashe,Can't miss!,True
117,Ashe,Arrows fly!,True
118,Ashe,Away!,True
119,Ashe,Reveal what is hidden.,True
120,Ashe,Lead our way.,True
121,Ashe,Show us a path!,True
122,Ashe,"Anivia, guide us.",True
123,Ashe,"Spirit, reveal our way.",True
124,Ashe,"All that frost touches, we know.",True
125,Ashe,I AM THE BOW!,True
126,Ashe,Ashe yells.,False
127,Ashe,Ashe yells.,False
128,Ashe,Ashe yells.,False
129,Ashe,Ashe yells.,False
130,Ashe,No one escapes my aim.,True
131,Ashe,No one escapes winter.,True
132,Ashe,No one escapes my bow.,True
133,Ashe,Right between the eyes.,True
134,Ashe,I only needed one shot.,True
135,Ashe,You fought an Iceborn. Death was the only possible outcome.,True
136,Ashe,"Svaag, warmblood, was that your best? I killed you without trying.",True
137,Ashe,"Heh. Svaag, I've seen babies fight better than you.",True
138,Ashe,No sagas will mark their passing.,True
139,Ashe,"Mark where they died, that was as close as they got.",True
140,Ashe,"They fought an Iceborn, they died.",True
141,Ashe,Are all southerners so weak?,True
142,Ashe,"Sejuani! Goodbye, sister.",True
143,Ashe,"Die, troll. My tribe will destroy your foul race.",True
144,Ashe,"Tryndamere, my love. I always suspected this would be our end.",True
145,Ashe,"May the voices quiet for you, shaman.",True
146,Ashe,"Man no longer needs the Volibear. Return, and I will slay you again.",True
147,Ashe,You will not conquer the Freljord! I will free it!,True
148,Ashe,The Freljord unites!,True
149,Ashe,Form up on me. Attack pattern Epsilon.,True
150,Ashe,"Let's move out, team.",True
151,Ashe,You have your objectives.,True
152,Ashe,Be careful out there.,True
153,Ashe,Stay frosty.,True
154,Ashe,Memories are more than ones and zeroes.,True
155,Ashe,"We aren't weapons, we're human beings.",True
156,Ashe,Five by five.,True
157,Ashe,Stand beside me.,True
158,Ashe,Erasing our memories only ensures we repeat our mistakes.,True
159,Ashe,Today only matters if we can remember it tomorrow.,True
160,Ashe,We will end their tyranny.,True
161,Ashe,All I need to achieve the impossible is the right team.,True
162,Ashe,The role between woman and weapon blurs.,True
163,Ashe,The source code lies.,True
164,Ashe,They cannot take our pasts from us.,True
165,Ashe,Will always trumps programming.,True
166,Ashe,My humanity cannot be overwritten.,True
167,Ashe,"So long as you refuse to obey, you are human.",True
168,Ashe,Freedom is ours.,True
169,Ashe,Our will is stronger than their steel.,True
170,Ashe,This oppression will not last.,True
171,Ashe,Memories are what make us human.,True
172,Ashe,The true mission is to oneself.,True
173,Ashe,Humanity isn't a defect.,True
174,Ashe,"Salvation, bit by bit.",True
175,Ashe,"Each reboot, a fresh guiltless mind.",True
176,Ashe,Fresh scars remind me - I'm still human.,True
177,Ashe,Join the resistance.,True
178,Ashe,Information will set them free.,True
179,Ashe,I will reveal the truth.,True
180,Ashe,Bring it all crashing down.,True
181,Ashe,They promised us infinite possibility. They lied.,True
182,Ashe,Our struggle continues.,True
183,Ashe,My dream is freedom for us all.,True
184,Ashe,Operating at full potential.,True
185,Ashe,We will free the others.,True
186,Ashe,Resistance is not futile - it's human.,True
187,Ashe,Never trade freedom for security.,True
188,Ashe,Entering enemy territory.,True
189,Ashe,Recon mode initiated.,True
190,Ashe,Hit them hard.,True
191,Ashe,Armor up.,True
192,Ashe,Let's do this.,True
193,Ashe,I don't recall us being friends.,True
194,Ashe,Stand down or be put down.,True
195,Ashe,You don't want to get on my bad side.,True
196,Ashe,The fact that you're following orders doesn't make you any less responsible.,True
197,Ashe,"If you stand in my way, you won't be standing long.",True
198,Ashe,"Ugh, did I ever dress like that?",True
199,Ashe,What are you?,True
200,Ashe,You must be Bad Ashe.,True
201,Ashe,Good? Bad? I'm the one with the bow.,True
202,Ashe,May the best me win.,True
203,Ashe,How many lives have you given for the cause?,True
204,Ashe,"I'm counting on you to get us in, kid.",True
205,Ashe,May the odds be ever in our favor.,True
206,Ashe,"You're on the wrong side, kid.",True
207,Ashe,You're smarter than this.,True
208,Ashe,You might want to stay down this time.,True
209,Ashe,Don't let your pride get you into trouble.,True
210,Ashe,Your code will get you killed one day if you aren't careful.,True
211,Ashe,Your skill is an asset to the cause.,True
212,Ashe,You once fought for honor.,True
213,Ashe,You sacrificed your honor for power.,True
214,Ashe,I demand satisfaction.,True
215,Ashe,I knew there was hope for you.,True
216,Ashe,Look sharp.,True
217,Ashe,Joining us was the right decision. You'll see.,True
218,Ashe,You weren't the only one scarred by this conflict.,True
219,Ashe,Your blades won't save you.,True
220,Ashe,It's never too late.,True
221,Ashe,"If anything ever happens to me, it's up to you to finish this.",True
222,Ashe,The light in our darkness.,True
223,Ashe,You inspire us all.,True
224,Ashe,Come back from the shadows.,True
225,Ashe,Don't let them snuff out your light.,True
226,Ashe,You were the best of us... once.,True
227,Ashe,We're your family now.,True
228,Ashe,"We'll make them pay, together.",True
229,Ashe,We've all lost people we care about; it's up to us to make sure no more are taken.,True
230,Ashe,Senna would be ashamed of what you've become.,True
231,Ashe,Purify thyself.,True
232,Ashe,You're better than this.,True
233,Ashe,I'm glad you're on our side.,True
234,Ashe,"Don't think you are, Yi, <b>know</b> you are.",True
235,Ashe,There is more to life than order.,True
236,Ashe,There's still good in you. I know it.,True
237,Ashe,Remember who you were.,True
238,Ashe,Your spirit is stronger than their programming.,True
239,Ashe,You're part of the problem.,True
240,Ashe,You represent everything I despise.,True
241,Ashe,Who would willingly do that to himself?,True
242,Ashe,"They have your brother, but he is not beyond saving.",True
243,Ashe,You disgrace yourself once again.,True
244,Ashe,They warned me not to trust you.,True
245,Ashe,"Once a traitor, always a traitor.",True
246,Ashe,A weapon just needs the right hand to wield it.,True
247,Ashe,"With you on our side, their days are numbered.",True
248,Ashe,Our greatest enemy is now our greatest asset.,True
249,Ashe,"You gave up everything you were, and it still wasn't enough.",True
250,Ashe,You are but a shadow of a man.,True
251,Ashe,It's too late.,True
252,Ashe,I thought you'd be taller.,True
253,Ashe,Remember and rise up.,True
254,Ashe,Your upgrades won't save you.,True
255,Ashe,"AVAROSA, guide me.",True
256,Ashe,"At four-hundred feet, turn left.",True
257,Ashe,"Thanks, AVAROSA.",True
258,Ashe,"AVAROSA, how much longer will this match go on?",True
259,Ashe,"For you, not long.",True
260,Ashe,"Okay, that's ominous.",True
261,Ashe,"War. What is it good for, AVAROSA?",True
262,Ashe,Absolutely nothing.,True
263,Ashe,Say again?,True
264,Ashe,"AVAROSA, read me a haiku.",True
265,Ashe,"For untapped power, humanity must be lost, dare we step forward.",True
266,Ashe,Well played.,True
267,Ashe,"AVAROSA, read me a haiku.",True
268,Ashe,"An inane request, you've got to be kidding me, hope you're satisfied.",True
269,Ashe,Well played.,True
270,Ashe,Ashe laughs.,False
271,Ashe,Ashe laughs.,False
272,Ashe,Ashe laughs.,False
273,Ashe,Electronic music plays.,False
274,Ashe,In my sights.,True
275,Ashe,Breathe... and release.,True
276,Ashe,Wait for the shot.,True
277,Ashe,No surrender!,True
278,Ashe,Neutralizing interference.,True
279,Ashe,Target acquired.,True
280,Ashe,For humanity!,True
281,Ashe,Open fire!,True
282,Ashe,Right between the optics.,True
283,Ashe,Target lock.,True
284,Ashe,Permission to engage.,True
285,Ashe,Laser cooling is go.,True
286,Ashe,Taking the shot.,True
287,Ashe,I've got your heat death.,True
288,Ashe,Entropy incoming.,True
289,Ashe,Endothermic safety disengaged.,True
290,Ashe,Make it count.,True
291,Ashe,In my sights.,True
292,Ashe,In the crosshairs.,True
293,Ashe,Engaging.,True
294,Ashe,Freeze.,True
295,Ashe,My aim is true.,True
296,Ashe,Sure shot.,True
297,Ashe,Engaging hostiles.,True
298,Ashe,Make every shot count!,True
299,Ashe,I won't miss!,True
300,Ashe,Shots fired!,True
301,Ashe,I've got a bead!,True
302,Ashe,Pin them down!,True
303,Ashe,Rapid fire!,True
304,Ashe,Five rounds rapid!,True
305,Ashe,Full auto!,True
306,Ashe,Scatter shot!,True
307,Ashe,Multiple targets engaged!,True
308,Ashe,Keep their heads down!,True
309,Ashe,Suppressing fire!,True
310,Ashe,Bound to connect!,True
311,Ashe,Drone deployed.,True
312,Ashe,Scouting ahead.,True
313,Ashe,Let's have a look.,True
314,Ashe,Rendering flight path.,True
315,Ashe,Tracking enemy movements.,True
316,Ashe,Identify targets.,True
317,Ashe,Aerial recon is go.,True
318,Ashe,Overcharging!,True
319,Ashe,Fly!,True
320,Ashe,Boom.,True
321,Ashe,Engage!,True
322,Ashe,What a waste.,True
323,Ashe,Poor bastard.,True
324,Ashe,You chose the wrong side.,True
325,Ashe,You left me no choice.,True
326,Ashe,Your fight is over.,True
327,Ashe,Seize the advantage!,True
328,Ashe,We've got them right where we want them!,True
329,Ashe,That escalated quickly.,True
330,Ashe,You might want to rethink your strategy.,True
331,Ashe,I can do this all day.,True
332,Ashe,Target neutralized.,True
333,Ashe,Defenses down.,True
334,Ashe,Push them back!,True
335,Ashe,Enemy fortification destroyed.,True
336,Ashe,Objective achieved.,True
337,Ashe,Gearing up.,True
338,Ashe,This will do nicely.,True
339,Ashe,External upgrades are the way to go.,True
340,Ashe,While I'm here... ,True
341,Ashe,Rate of fire increased.,True
342,Ashe,"Strike fast, strike hard.",True
343,Ashe,Maximum efficiency.,True
344,Ashe,Double time.,True
345,Ashe,Mobility is the key to victory.,True
346,Ashe,"Get in, get out.",True
347,Ashe,This upgrade is mission critical.,True
348,Ashe,Exploit any flaws in their armor.,True
349,Ashe,The odds of victory just increased exponentially.,True
350,Ashe,It is a giant we seek to fell.,True
351,Ashe,Evening the odds.,True
352,Ashe,The bigger they are... ,True
353,Ashe,Been saving up for this.,True
354,Ashe,Compliments of a... concerned citizen.,True
355,Ashe,Stopping power <b>and</b> armor penetration.,True
356,Ashe,"For this dance, I'll lead.",True
357,Ashe,I'm untouchable.,True
358,Ashe,Ghost in the machine.,True
359,Ashe,Bloodthirst's one emotion I could actually do without.,True
360,Ashe,Hemophagic upgrade installed.,True
361,Ashe,Bleeding edge tech.,True
362,Ashe,"Burst fire, eh?",True
363,Ashe,Controlled bursts are key.,True
364,Ashe,Triple tap - better safe than sorry.,True
365,Ashe,Amping up my arsenal.,True
366,Ashe,Should overcome standard EMP shielding.,True
367,Ashe,Power surge could force a reboot.,True
368,Ashe,Seems easy enough to retrofit.,True
369,Ashe,Point blank just got a lot longer.,True
370,Ashe,"Rapid Firecannon - when you've absolutely, positively got to kill every cyborg supersoldier in the room, accept no substitutes.",True
371,Ashe,"Forcefield projector, eh? Handy.",True
372,Ashe,This thing can really take a hit.,True
373,Ashe,Keeps threats at arm's length.,True
374,Ashe,I'm no one's puppet.,True
375,Ashe,Close calls are what I do.,True
376,Ashe,"You may catch me, but you can't hold me.",True
377,Ashe,I won't be stopped.,True
378,Ashe,A memetic polyalloy - nice.,True
379,Ashe,She who fights and runs away... ,True
380,Ashe,Counter-kinetic ablative shielding.,True
381,Ashe,Neural freezing technology.,True
382,Ashe,Like they're moving in slow motion.,True
383,Ashe,Faster reloads.,True
384,Ashe,Worth every credit.,True
385,Ashe,Stretching out my power reserves.,True
386,Ashe,Remote sensor activated.,True
387,Ashe,Covering our escape routes.,True
388,Ashe,I've got eyes everywhere.,True
389,Ashe,Surveillance often means the difference between victory and loss.,True
390,Ashe,"When they come, we'll be ready.",True
391,Ashe,One and done nanite treatment.,True
392,Ashe,"Ah, that's better.",True
393,Ashe,This will get me back in the fight.,True
394,Ashe,Scanning for hostiles.,True
395,Ashe,Keep your head on a swivel.,True
396,Ashe,Downloading intel.,True
397,Ashe,Querying location.,True
398,Ashe,Check your corners.,True
399,Ashe,"Be back, ASAP.",True
400,Ashe,Heading back to base.,True
401,Ashe,Hold the line while I'm gone.,True
402,Ashe,Resupplying.,True
403,Ashe,Recon complete.,True
404,Ashe,"*gasps* ""Keep fighting... """,False
405,Ashe,"*gasps* ""Medic... """,False
406,Ashe,Let go of the past and fight for a future.,True
407,Ashe,"Remember, you are part of a team now.",True
408,Ashe,"I am cold steel, fueled by the blood of saints and angels. Howdy.",True
409,Ashe,Time to bring some peace to a lawless land. Is one of you backing me up or what?,True
410,Ashe,I've got a winning smile and a quiver full of salvation. Let's get to it.,True
411,Ashe,This is a beautiful country.,True
412,Ashe,The soul of the prairie lives on.,True
413,Ashe,A fine day for atonement.,True
414,Ashe,"Good has a way of winning out, even on the frontier.",True
415,Ashe,"There <b>was</b> good in every heart, heaven knows where that went.",True
416,Ashe,Might as well tidy up the place while I'm down here.,True
417,Ashe,Ain't I a sight for sore eyes.,True
418,Ashe,Pardon me for any acts of... divine retribution.,True
419,Ashe,A land awash in devils deserves at least one angel.,True
420,Ashe,"A mechanical angel for an age of gunslingers, how thoughtful.",True
421,Ashe,Built by mankind to save them from their own evils.,True
422,Ashe,Salvation requires a very fast draw.,True
423,Ashe,"Devotion is fickle, good aim gets results.",True
424,Ashe,"I can outdraw anyone, mechanical or otherwise.",True
425,Ashe,The hydraulic compound bow does count as a modern miracle.,True
426,Ashe,All the West on one arrow.,True
427,Ashe,Heaven's always watching.,True
428,Ashe,"Absolution, now there's a funny word.",True
429,Ashe,"One hell for men, and another hell for devils, don't that beat all?",True
430,Ashe,"Men and monsters all answer to a higher authority, eventually.",True
431,Ashe,The frontier is racked with sin and all the monsters born from it.,True
432,Ashe,"Folks choose to kill each other, though peace could be had for far fairer a price.",True
433,Ashe,"So much has been despoiled by mankind, about time Heaven intervened.",True
434,Ashe,"Heaven <b>was</b> a place on earth, until you all came along and wrecked it up.",True
435,Ashe,"Heaven is empty and all the angels are gone, not much for a lady to do but clean up the West.",True
436,Ashe,"I can see the devil's appeal, but alas, I've thrown my chips in with the choir.",True
437,Ashe,"Demons will tempt the good man, while devils barter with the desperate.  Angels... simply wait.",True
438,Ashe,"It was men who once stormed the gates of Heaven, and it is men who must be saved in spite of it.",True
439,Ashe,The true angels have all scattered to the winds.  Seems we must settle for the... artificial variety.,True
440,Ashe,"I'm quite partial to this mechanical body, it's got little clocks in it, very fancy.",True
441,Ashe,A well directed arrow and some light prayer will solve just about any problem.,True
442,Ashe,"Howdy do, miss.",True
443,Ashe,"Afternoon, ma'am.",True
444,Ashe,"Howdy, cowpoke.",True
445,Ashe,"Well, howdy there.",True
446,Ashe,I see the term 'longhorn' has been applied literally.,True
447,Ashe,"Sheriff, still protecting the town of Progress from anything resembling fun, I imagine?",True
448,Ashe,"The old world had its marvels, Cass, but you've really outdone yourself with the addition of that hat.",True
449,Ashe,"Guess it's like you always said, Darius: demons give you what you want, devils give you what you need.",True
450,Ashe,"Mister Fiddlesticks, now what's a right and proper demon like yourself doing in this land of devils?",True
451,Ashe,"A bit late to settle our score, Hecarim, but I never turn down a dance with a devil.",True
452,Ashe,"Hate to see another automaton go so violently insane, Jhin... nah, I don't care.",True
453,Ashe,"Been a long time, Lucian, a little too long from the looks of things...",True
454,Ashe,"Is my bounty really that high, Miss Fortune? What is the Old West coming to?",True
455,Ashe,"As I'm sure you're aware, Thresh, devils can die. Don't disappoint me.",True
456,Ashe,"Jeremiah, what in the devil happened to you? Ah, answered my own question.",True
457,Ashe,"Yasuo, you have made far better decisions than getting into fights with the angelic host.",True
458,Ashe,"I'm a one way ticket to the pearly gates. Make your move, slick.",True
459,Ashe,"On angels' wings and the fire of industry, I will cast you down.",True
460,Ashe,Somebody's itching for a fight they can't win.,True
